Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,CompetitionDistance_was_missing,CompetitionOpenSince_was_missing,Suspicious_Zero_Sales
299,2,2013-05-21,7718,907,1,0,0,0,d,c,38630.0,9.0,2012.0,0,,,,False,False,False
299,6,2014-07-12,9971,1035,1,0,0,0,d,c,38630.0,9.0,2012.0,0,,,,False,False,False
300,6,2014-03-29,7929,962,1,0,0,0,a,c,120.0,4.0,2009.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",False,False,False
300,4,2014-07-10,5678,795,1,0,0,0,a,c,120.0,4.0,2009.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",False,False,False
300,2,2014-11-18,5537,739,1,0,0,0,a,c,120.0,4.0,2009.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",False,False,False
300,3,2014-12-24,6524,763,1,0,0,1,a,c,120.0,4.0,2009.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",False,False,False
300,1,2015-06-01,7632,923,1,1,0,0,a,c,120.0,4.0,2009.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",False,False,False
301,2,2014-09-02,6309,689,1,1,0,0,a,c,4510.0,3.0,2015.0,0,,,,False,False,False
301,3,2014-09-17,5602,603,1,1,0,0,a,c,4510.0,3.0,2015.0,0,,,,False,False,False
301,1,2015-06-29,7128,657,1,1,0,0,a,c,4510.0,3.0,2015.0,0,,,,False,False,False
302,4,2015-06-11,2724,255,1,0,0,0,d,c,2190.0,12.0,2007.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",False,False,False
303,1,2013-01-14,4272,533,1,0,0,0,a,a,15430.0,11.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov",False,False,False
303,4,2013-06-13,4617,562,1,0,0,0,a,a,15430.0,11.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov",False,False,False
303,7,2013-12-29,0,0,0,0,0,0,a,a,15430.0,11.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov",False,False,False
303,4,2014-04-17,7701,879,1,1,0,1,a,a,15430.0,11.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov",False,False,False
303,3,2014-11-12,6399,670,1,1,0,0,a,a,15430.0,11.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov",False,False,False
304,5,2013-03-08,7130,1038,1,1,0,0,a,a,1950.0,7.0,2015.0,0,,,,False,False,False
308,1,2013-07-29,0,0,0,1,0,1,a,a,1070.0,12.0,2006.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",False,False,False
308,3,2013-08-21,7467,866,1,0,0,1,a,a,1070.0,12.0,2006.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",False,False,False
308,4,2013-11-07,9173,909,1,1,0,0,a,a,1070.0,12.0,2006.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",False,False,False
309,3,2013-03-27,8599,689,1,1,0,1,d,a,8740.0,8.0,2010.0,1,37.0,2009.0,"Feb,May,Aug,Nov",False,True,False
309,4,2013-06-06,7593,641,1,1,0,0,d,a,8740.0,8.0,2010.0,1,37.0,2009.0,"Feb,May,Aug,Nov",False,True,False
309,4,2013-11-07,7286,596,1,1,0,0,d,a,8740.0,8.0,2010.0,1,37.0,2009.0,"Feb,May,Aug,Nov",False,True,False
309,5,2014-12-05,8532,684,1,1,0,0,d,a,8740.0,8.0,2010.0,1,37.0,2009.0,"Feb,May,Aug,Nov",False,True,False
310,7,2013-05-26,2075,219,1,0,0,0,a,c,2290.0,8.0,2010.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",False,True,False
310,4,2014-01-02,7963,742,1,0,0,1,a,c,2290.0,8.0,2010.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",False,True,False
310,4,2014-07-03,10257,805,1,1,0,0,a,c,2290.0,8.0,2010.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",False,True,False
310,7,2015-01-25,0,0,0,0,0,0,a,c,2290.0,8.0,2010.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",False,True,False
311,3,2014-04-30,10840,1102,1,1,0,0,a,c,680.0,7.0,2005.0,0,,,,False,False,False
311,4,2015-07-09,5921,780,1,0,0,0,a,c,680.0,7.0,2005.0,0,,,,False,False,False
312,5,2014-04-04,6327,612,1,1,0,0,d,a,11300.0,3.0,2012.0,0,,,,False,False,False
312,7,2014-11-23,0,0,0,0,0,0,d,a,11300.0,3.0,2012.0,0,,,,False,False,False
312,1,2015-01-19,4182,470,1,0,0,0,d,a,11300.0,3.0,2012.0,0,,,,False,False,False
313,6,2013-08-03,4763,549,1,0,0,0,d,c,14160.0,8.0,2010.0,0,,,,False,True,False
315,3,2014-06-18,4522,469,1,1,0,0,a,c,38710.0,4.0,2013.0,0,,,,False,False,False
315,5,2015-07-31,5959,553,1,1,0,1,a,c,38710.0,4.0,2013.0,0,,,,False,False,False
316,7,2013-10-20,0,0,0,0,0,0,d,a,9000.0,8.0,2001.0,0,,,,False,False,False
316,5,2013-10-25,9318,878,1,1,0,1,d,a,9000.0,8.0,2001.0,0,,,,False,False,False
316,4,2015-07-30,10450,905,1,1,0,1,d,a,9000.0,8.0,2001.0,0,,,,False,False,False
317,6,2015-01-24,5938,676,1,0,0,0,d,a,3140.0,7.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",False,False,False
318,6,2013-10-19,5333,501,1,0,0,0,d,c,32330.0,3.0,2014.0,0,,,,False,False,False
318,4,2015-07-23,7503,678,1,0,0,1,d,c,32330.0,3.0,2014.0,0,,,,False,False,False
319,5,2013-03-15,8375,978,1,0,0,0,a,c,570.0,9.0,2012.0,1,27.0,2012.0,"Mar,Jun,Sept,Dec",False,False,False
321,6,2013-02-02,6949,709,1,0,0,0,c,c,8140.0,11.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",False,False,False
321,5,2013-02-22,7138,707,1,1,0,0,c,c,8140.0,11.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",False,False,False
321,4,2015-07-30,7119,656,1,1,0,1,c,c,8140.0,11.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",False,False,False
322,4,2013-09-19,4302,580,1,0,0,0,a,a,17500.0,4.0,2001.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",False,False,False
322,1,2014-05-12,4095,570,1,0,0,0,a,a,17500.0,4.0,2001.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",False,False,False
323,4,2014-05-15,6046,523,1,0,0,0,d,c,8400.0,4.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov",False,False,False
323,6,2014-12-13,9361,725,1,0,0,0,d,c,8400.0,4.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov",False,False,False
323,2,2014-12-16,11199,807,1,1,0,0,d,c,8400.0,4.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov",False,False,False
324,1,2013-04-08,10260,1173,1,1,0,0,a,a,13140.0,8.0,2010.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",False,True,False
324,3,2013-10-16,4435,651,1,0,0,0,a,a,13140.0,8.0,2010.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",False,True,False
324,4,2015-07-09,4971,657,1,0,0,0,a,a,13140.0,8.0,2010.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",False,True,False
325,2,2013-11-12,4774,539,1,0,0,0,a,c,350.0,3.0,2011.0,1,22.0,2011.0,"Feb,May,Aug,Nov",False,False,False
326,1,2013-02-25,2755,258,1,0,0,0,d,a,10070.0,5.0,2015.0,1,31.0,2013.0,"Feb,May,Aug,Nov",False,False,False
327,5,2014-10-03,0,0,0,1,a,0,c,c,1390.0,12.0,2004.0,0,,,,False,False,False
327,3,2014-10-08,8860,1015,1,1,0,0,c,c,1390.0,12.0,2004.0,0,,,,False,False,False
328,6,2013-03-02,2959,340,1,0,0,0,a,a,3130.0,7.0,2002.0,0,,,,False,False,False
328,7,2013-03-03,0,0,0,0,0,0,a,a,3130.0,7.0,2002.0,0,,,,False,False,False
328,3,2014-09-10,3799,496,1,0,0,0,a,a,3130.0,7.0,2002.0,0,,,,False,False,False
329,3,2014-02-26,6059,606,1,0,0,0,a,a,1310.0,6.0,1990.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",False,False,False
330,7,2015-02-08,0,0,0,0,0,0,a,c,370.0,8.0,2010.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",False,True,False
330,6,2015-04-18,4440,450,1,0,0,0,a,c,370.0,8.0,2010.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",False,True,False
331,4,2013-10-31,8473,1138,1,0,0,0,a,c,670.0,8.0,2010.0,1,14.0,2015.0,"Jan,Apr,Jul,Oct",False,True,False
332,6,2013-07-13,1607,232,1,0,0,0,a,a,1840.0,3.0,2006.0,0,,,,False,False,False
332,4,2013-10-03,0,0,0,0,a,0,a,a,1840.0,3.0,2006.0,0,,,,False,False,False
332,3,2014-09-24,3240,478,1,0,0,0,a,a,1840.0,3.0,2006.0,0,,,,False,False,False
332,5,2014-10-17,3609,498,1,0,0,0,a,a,1840.0,3.0,2006.0,0,,,,False,False,False
333,2,2014-04-15,13771,1628,1,1,0,0,a,c,3720.0,2.0,2010.0,0,,,,False,False,False
334,3,2013-04-17,4156,495,1,0,0,0,d,c,4040.0,8.0,2008.0,1,18.0,2013.0,"Mar,Jun,Sept,Dec",False,False,False
335,6,2013-06-15,7788,1616,1,0,0,0,b,a,90.0,8.0,2010.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",False,True,False
336,7,2014-04-13,0,0,0,0,0,0,a,a,190.0,7.0,2014.0,0,,,,False,False,False
337,5,2013-08-09,4368,373,1,0,0,1,d,c,10600.0,7.0,2005.0,1,45.0,2014.0,"Feb,May,Aug,Nov",False,False,False
337,2,2013-11-19,5191,383,1,1,0,0,d,c,10600.0,7.0,2005.0,1,45.0,2014.0,"Feb,May,Aug,Nov",False,False,False
337,6,2014-07-26,5524,432,1,0,0,0,d,c,10600.0,7.0,2005.0,1,45.0,2014.0,"Feb,May,Aug,Nov",False,False,False
338,5,2013-06-21,8657,669,1,1,0,0,a,c,1590.0,8.0,2010.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",False,True,False
339,2,2013-01-01,0,0,0,0,a,1,a,c,2280.0,8.0,2010.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec",False,True,False
340,3,2014-02-19,6537,703,1,1,0,0,a,c,8080.0,8.0,2010.0,0,,,,False,True,False
340,3,2014-03-12,5232,631,1,0,0,0,a,c,8080.0,8.0,2010.0,0,,,,False,True,False
340,4,2015-01-08,5480,608,1,1,0,0,a,c,8080.0,8.0,2010.0,0,,,,False,True,False
341,7,2013-05-12,0,0,0,0,0,0,a,a,190.0,9.0,2011.0,0,,,,False,False,False
341,3,2015-04-08,5223,717,1,0,0,1,a,a,190.0,9.0,2011.0,0,,,,False,False,False
342,4,2013-09-12,13411,1036,1,1,0,0,d,c,15770.0,8.0,2010.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",False,True,False
343,4,2013-09-12,7884,746,1,1,0,0,d,a,18650.0,4.0,2004.0,1,14.0,2014.0,"Jan,Apr,Jul,Oct",False,False,False
343,3,2014-06-18,9075,866,1,1,0,0,d,a,18650.0,4.0,2004.0,1,14.0,2014.0,"Jan,Apr,Jul,Oct",False,False,False
343,6,2014-09-06,5221,561,1,0,0,0,d,a,18650.0,4.0,2004.0,1,14.0,2014.0,"Jan,Apr,Jul,Oct",False,False,False
343,5,2014-12-19,11026,974,1,1,0,0,d,a,18650.0,4.0,2004.0,1,14.0,2014.0,"Jan,Apr,Jul,Oct",False,False,False
344,6,2014-08-30,7293,1074,1,0,0,0,a,c,300.0,4.0,2011.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",False,False,False
345,5,2013-07-19,5308,550,1,1,0,0,a,a,120.0,8.0,2010.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct",False,True,False
346,7,2014-01-26,0,0,0,0,0,0,a,c,8090.0,8.0,2010.0,0,,,,False,True,False
346,5,2015-06-26,7026,655,1,0,0,0,a,c,8090.0,8.0,2010.0,0,,,,False,True,False
347,4,2013-05-23,3452,289,1,0,0,1,d,c,9360.0,7.0,2013.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",False,False,False
347,1,2013-06-03,6118,436,1,1,0,0,d,c,9360.0,7.0,2013.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",False,False,False
347,4,2015-06-04,0,0,0,1,a,1,d,c,9360.0,7.0,2013.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",False,False,False
348,1,2013-01-21,9237,724,1,1,0,0,a,a,16490.0,8.0,2010.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct",False,True,False
348,7,2014-05-04,0,0,0,0,0,0,a,a,16490.0,8.0,2010.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct",False,True,False
348,3,2015-02-11,7647,673,1,0,0,0,a,a,16490.0,8.0,2010.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct",False,True,False
349,6,2014-01-18,7238,722,1,0,0,0,c,c,1490.0,4.0,2009.0,0,,,,False,False,False
349,2,2014-12-23,11768,1183,1,0,0,1,c,c,1490.0,4.0,2009.0,0,,,,False,False,False
350,6,2015-05-23,6848,601,1,0,0,0,d,a,8880.0,8.0,2010.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",False,True,False
353,3,2013-01-16,3225,1025,1,0,0,0,b,b,900.0,8.0,2010.0,1,14.0,2013.0,"Feb,May,Aug,Nov",False,True,False
353,2,2015-07-07,5745,1745,1,0,0,0,b,b,900.0,8.0,2010.0,1,14.0,2013.0,"Feb,May,Aug,Nov",False,True,False
355,2,2013-03-05,10742,1282,1,1,0,0,a,c,9720.0,8.0,2013.0,0,,,,False,False,False
355,3,2014-03-26,7441,1013,1,0,0,0,a,c,9720.0,8.0,2013.0,0,,,,False,False,False
355,2,2015-04-28,10803,1244,1,1,0,0,a,c,9720.0,8.0,2013.0,0,,,,False,False,False
356,6,2015-05-23,7136,535,1,0,0,0,d,c,8970.0,12.0,2007.0,1,22.0,2012.0,"Feb,May,Aug,Nov",False,False,False
357,6,2013-12-14,7234,925,1,0,0,0,a,a,2060.0,10.0,2008.0,0,,,,False,False,False
358,4,2014-02-06,11017,1132,1,1,0,0,a,a,2890.0,10.0,2003.0,0,,,,False,False,False
359,5,2014-03-28,6398,584,1,0,0,0,d,c,4370.0,8.0,2010.0,0,,,,False,True,False
360,3,2014-06-11,6196,686,1,0,0,0,a,a,2040.0,6.0,2007.0,0,,,,False,False,False
361,4,2013-02-07,6361,689,1,1,0,1,c,c,4490.0,5.0,2014.0,1,5.0,2013.0,"Feb,May,Aug,Nov",False,False,False
361,7,2014-03-02,0,0,0,0,0,0,c,c,4490.0,5.0,2014.0,1,5.0,2013.0,"Feb,May,Aug,Nov",False,False,False
361,6,2014-10-25,5674,668,1,0,0,0,c,c,4490.0,5.0,2014.0,1,5.0,2013.0,"Feb,May,Aug,Nov",False,False,False
362,7,2013-04-28,0,0,0,0,0,0,c,c,340.0,8.0,2010.0,0,,,,False,True,False
362,3,2013-07-17,9460,1036,1,1,0,1,c,c,340.0,8.0,2010.0,0,,,,False,True,False
362,3,2014-03-12,6812,930,1,0,0,0,c,c,340.0,8.0,2010.0,0,,,,False,True,False
362,4,2014-04-17,10936,1396,1,1,0,1,c,c,340.0,8.0,2010.0,0,,,,False,True,False
362,5,2015-07-24,7635,1080,1,0,0,0,c,c,340.0,8.0,2010.0,0,,,,False,True,False
364,7,2013-05-19,0,0,0,0,0,0,a,c,13620.0,8.0,2010.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",False,True,False
364,2,2013-11-12,4070,556,1,0,0,0,a,c,13620.0,8.0,2010.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",False,True,False
364,6,2015-07-25,3273,411,1,0,0,0,a,c,13620.0,8.0,2010.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",False,True,False
365,3,2013-03-20,5137,578,1,1,0,0,c,a,2410.0,8.0,2010.0,1,45.0,2009.0,"Feb,May,Aug,Nov",False,True,False
365,6,2013-05-18,5446,627,1,0,0,0,c,a,2410.0,8.0,2010.0,1,45.0,2009.0,"Feb,May,Aug,Nov",False,True,False
367,7,2014-12-21,0,0,0,0,0,0,d,c,2640.0,9.0,2012.0,0,,,,False,False,False
367,3,2015-07-15,6759,596,1,1,0,0,d,c,2640.0,9.0,2012.0,0,,,,False,False,False
369,7,2014-08-31,0,0,0,0,0,1,d,c,5870.0,4.0,2014.0,0,,,,False,False,False
370,1,2013-12-02,11244,796,1,1,0,0,d,a,8250.0,10.0,2000.0,1,31.0,2009.0,"Jan,Apr,Jul,Oct",False,False,False
371,4,2015-07-09,5957,473,1,0,0,0,d,c,1970.0,7.0,2009.0,1,45.0,2014.0,"Feb,May,Aug,Nov",False,False,False
372,3,2013-06-12,5961,610,1,0,0,0,d,c,4880.0,8.0,2010.0,1,18.0,2014.0,"Jan,Apr,Jul,Oct",False,False,False
372,4,2013-10-17,5935,615,1,0,0,0,d,c,4880.0,8.0,2010.0,1,18.0,2014.0,"Jan,Apr,Jul,Oct",False,False,False
372,2,2014-11-11,9019,729,1,1,0,0,d,c,4880.0,8.0,2010.0,1,18.0,2014.0,"Jan,Apr,Jul,Oct",False,False,False
372,3,2015-07-29,10047,733,1,1,0,1,d,c,4880.0,8.0,2010.0,1,18.0,2014.0,"Jan,Apr,Jul,Oct",False,False,False
373,4,2015-03-05,3960,275,1,1,0,0,d,c,11120.0,8.0,2010.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct",False,True,False
374,3,2014-04-23,5763,759,1,0,0,1,a,a,1150.0,9.0,2007.0,0,,,,False,False,False
375,2,2013-06-11,7630,765,1,0,0,0,a,c,15710.0,2.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",False,False,False
375,1,2014-01-13,7106,673,1,0,0,0,a,c,15710.0,2.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",False,False,False
375,1,2014-08-25,6966,676,1,0,0,1,a,c,15710.0,2.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",False,False,False
376,4,2013-02-07,9210,1070,1,1,0,1,a,a,160.0,8.0,2012.0,0,,,,False,False,False
376,2,2013-03-12,6528,855,1,0,0,0,a,a,160.0,8.0,2012.0,0,,,,False,False,False
376,7,2013-09-08,0,0,0,0,0,0,a,a,160.0,8.0,2012.0,0,,,,False,False,False
376,7,2015-01-04,0,0,0,0,0,0,a,a,160.0,8.0,2012.0,0,,,,False,False,False
378,6,2013-03-30,7211,1063,1,0,0,0,a,c,2140.0,8.0,2012.0,0,,,,False,False,False
378,7,2013-05-19,0,0,0,0,0,0,a,c,2140.0,8.0,2012.0,0,,,,False,False,False
378,3,2013-10-09,4686,739,1,1,0,0,a,c,2140.0,8.0,2012.0,0,,,,False,False,False
378,5,2014-02-21,6088,885,1,1,0,0,a,c,2140.0,8.0,2012.0,0,,,,False,False,False
378,2,2014-03-04,8899,1279,1,1,0,0,a,c,2140.0,8.0,2012.0,0,,,,False,False,False
378,4,2014-06-05,7000,1037,1,1,0,0,a,c,2140.0,8.0,2012.0,0,,,,False,False,False
379,5,2014-06-13,3392,441,1,0,0,0,d,a,6630.0,8.0,2010.0,0,,,,False,True,False
379,6,2014-11-15,3466,370,1,0,0,0,d,a,6630.0,8.0,2010.0,0,,,,False,True,False
379,6,2015-01-03,2999,346,1,0,0,0,d,a,6630.0,8.0,2010.0,0,,,,False,True,False
380,3,2013-05-01,0,0,0,1,a,0,a,a,2240.0,5.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",False,False,False
380,2,2013-06-25,10489,1145,1,0,0,0,a,a,2240.0,5.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",False,False,False
380,4,2013-08-01,15092,1533,1,1,0,1,a,a,2240.0,5.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",False,False,False
380,5,2013-09-13,15228,1499,1,1,0,0,a,a,2240.0,5.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",False,False,False
380,1,2014-03-17,18699,1600,1,1,0,0,a,a,2240.0,5.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",False,False,False
382,2,2015-07-28,8884,667,1,1,0,1,c,c,26130.0,11.0,2002.0,0,,,,False,False,False
383,2,2014-10-14,13337,1911,1,0,0,0,a,c,350.0,8.0,2010.0,0,,,,False,True,False
384,4,2013-05-09,0,0,0,0,a,0,a,c,130.0,8.0,2010.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",False,True,False
385,7,2013-10-13,0,0,0,0,0,0,d,a,4580.0,9.0,2007.0,0,,,,False,False,False
385,6,2013-11-30,8784,801,1,0,0,0,d,a,4580.0,9.0,2007.0,0,,,,False,False,False
386,4,2013-06-27,6197,543,1,0,0,0,d,c,1460.0,4.0,2014.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",False,False,False
386,4,2014-02-20,9085,689,1,1,0,0,d,c,1460.0,4.0,2014.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",False,False,False
387,5,2013-01-04,10280,1480,1,0,0,1,c,a,210.0,8.0,2010.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",False,True,False
387,7,2013-07-21,0,0,0,0,0,0,c,a,210.0,8.0,2010.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",False,True,False
387,4,2013-08-29,8533,1168,1,1,0,1,c,a,210.0,8.0,2010.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",False,True,False
387,3,2014-01-22,10456,1219,1,1,0,0,c,a,210.0,8.0,2010.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",False,True,False
387,7,2014-03-16,0,0,0,0,0,0,c,a,210.0,8.0,2010.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",False,True,False
389,6,2015-04-11,8071,1026,1,0,0,0,a,c,6690.0,8.0,2011.0,0,,,,False,False,False
390,6,2013-09-07,8826,914,1,0,0,0,a,c,1600.0,4.0,2009.0,0,,,,False,False,False
390,3,2013-10-30,9871,979,1,0,0,0,a,c,1600.0,4.0,2009.0,0,,,,False,False,False
390,7,2013-12-22,0,0,0,0,0,0,a,c,1600.0,4.0,2009.0,0,,,,False,False,False
390,6,2014-02-08,9645,984,1,0,0,0,a,c,1600.0,4.0,2009.0,0,,,,False,False,False
391,6,2013-02-02,3527,438,1,0,0,0,a,a,460.0,11.0,2014.0,1,31.0,2013.0,"Feb,May,Aug,Nov",False,False,False
391,6,2013-05-18,3011,387,1,0,0,0,a,a,460.0,11.0,2014.0,1,31.0,2013.0,"Feb,May,Aug,Nov",False,False,False
391,4,2013-12-19,8091,920,1,1,0,0,a,a,460.0,11.0,2014.0,1,31.0,2013.0,"Feb,May,Aug,Nov",False,False,False
391,3,2014-12-03,6725,692,1,1,0,0,a,a,460.0,11.0,2014.0,1,31.0,2013.0,"Feb,May,Aug,Nov",False,False,False
392,5,2013-06-21,8037,786,1,1,0,0,a,a,2120.0,8.0,2010.0,0,,,,False,True,False
392,6,2015-02-28,5109,493,1,0,0,0,a,a,2120.0,8.0,2010.0,0,,,,False,True,False
393,4,2015-06-11,4253,464,1,0,0,0,d,c,4820.0,3.0,2008.0,0,,,,False,False,False
394,5,2014-06-13,8444,700,1,0,0,0,d,a,10850.0,8.0,2010.0,0,,,,False,True,False
394,7,2015-01-11,0,0,0,0,0,0,d,a,10850.0,8.0,2010.0,0,,,,False,True,False
395,6,2013-11-23,2395,347,1,0,0,0,a,a,3620.0,2.0,2013.0,0,,,,False,False,False
395,5,2014-04-11,3767,503,1,0,0,0,a,a,3620.0,2.0,2013.0,0,,,,False,False,False
395,7,2015-06-21,0,0,0,0,0,0,a,a,3620.0,2.0,2013.0,0,,,,False,False,False
398,7,2013-08-18,0,0,0,0,0,0,c,c,1540.0,8.0,2010.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",False,True,False
398,2,2014-10-07,6191,631,1,1,0,0,c,c,1540.0,8.0,2010.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",False,True,False
398,4,2015-07-09,4241,540,1,0,0,0,c,c,1540.0,8.0,2010.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",False,True,False
399,6,2013-05-04,5173,507,1,0,0,0,a,a,5360.0,9.0,2012.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",False,False,False
399,7,2013-08-04,0,0,0,0,0,0,a,a,5360.0,9.0,2012.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",False,False,False
399,6,2015-03-14,5891,570,1,0,0,0,a,a,5360.0,9.0,2012.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",False,False,False
400,4,2013-08-01,9343,1312,1,1,0,1,a,a,70.0,11.0,2004.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",False,False,False
400,5,2014-03-07,9125,1253,1,1,0,0,a,a,70.0,11.0,2004.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",False,False,False
400,5,2015-05-15,9981,1407,1,0,0,1,a,a,70.0,11.0,2004.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",False,False,False
401,1,2013-09-23,9492,826,1,1,0,0,a,c,9200.0,10.0,2009.0,1,14.0,2012.0,"Jan,Apr,Jul,Oct",False,False,False
401,6,2013-12-14,5595,457,1,0,0,0,a,c,9200.0,10.0,2009.0,1,14.0,2012.0,"Jan,Apr,Jul,Oct",False,False,False
401,3,2014-10-01,8441,813,1,1,0,0,a,c,9200.0,10.0,2009.0,1,14.0,2012.0,"Jan,Apr,Jul,Oct",False,False,False
402,5,2013-09-13,6363,673,1,1,0,0,c,c,5830.0,9.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",False,False,False
402,1,2014-04-07,3844,477,1,0,0,0,c,c,5830.0,9.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",False,False,False
402,3,2014-10-15,4361,505,1,0,0,0,c,c,5830.0,9.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",False,False,False
403,6,2013-12-21,7635,758,1,0,0,0,a,a,4970.0,7.0,2015.0,0,,,,False,False,False
403,2,2014-10-07,7479,710,1,1,0,1,a,a,4970.0,7.0,2015.0,0,,,,False,False,False
403,3,2015-03-11,5968,660,1,0,0,0,a,a,4970.0,7.0,2015.0,0,,,,False,False,False
404,4,2015-03-12,4070,609,1,0,0,0,a,c,1420.0,8.0,2010.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec",False,True,False
404,5,2015-06-05,6732,674,1,1,0,1,a,c,1420.0,8.0,2010.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec",False,True,False
405,2,2015-03-17,5388,550,1,1,0,0,a,a,1080.0,4.0,2008.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",False,False,False
406,3,2015-01-14,6953,501,1,1,0,0,d,c,8240.0,3.0,2001.0,1,10.0,2013.0,"Feb,May,Aug,Nov",False,False,False
407,7,2014-05-18,0,0,0,0,0,0,a,a,5890.0,10.0,2003.0,1,14.0,2011.0,"Feb,May,Aug,Nov",False,False,False
407,4,2015-04-02,6375,463,1,1,0,1,a,a,5890.0,10.0,2003.0,1,14.0,2011.0,"Feb,May,Aug,Nov",False,False,False
408,2,2014-06-24,3706,397,1,0,0,0,c,a,1560.0,8.0,2010.0,1,45.0,2009.0,"Feb,May,Aug,Nov",False,True,False
